X,y
-96.13961396139614,18201.852137497157
-96.11961196119611,18193.342897654835
-96.0996099609961,18191.110976556523
-96.07960796079608,18177.756066360464
-96.05960596059606,18171.518055699293
-96.03960396039604,18153.06280004261
-96.01960196019601,18150.534501786107
-95.999599959996,18147.67269832448
-95.97959795979598,18134.008943038032
-95.95959595959596,18128.442962843572
-95.93959395939594,18119.98248648538
-95.91959195919591,18116.761742880404
-95.8995899589959,18106.00987005969
-95.87958795879588,18099.263734857228
-95.85958595859586,18091.53020864867
-95.83958395839583,18081.93874877359
-95.81958195819581,18078.771428841967
-95.7995799579958,18063.37233872604
-95.77957795779578,18062.95615811312
-95.75957595759576,18063.685952823107
-95.73957395739573,18047.783397364692
-95.71957195719573,18039.299149735307
-95.6995699569957,18036.635039526456
-95.67956795679568,18021.539833406812
-95.65956595659566,18015.903229035404
-95.63956395639563,18011.004244100954
-95.61956195619562,17995.660568601183
-95.5995599559956,17989.411966440173
-95.57955795579558,17987.052476198918
-95.55955595559556,17975.8612753819
-95.53955395539553,17969.392972638274
-95.51955195519552,17971.691335497388
-95.4995499549955,17963.92107811598
-95.47954795479548,17937.79937113532
-95.45954595459546,17938.491686049027
-95.43954395439545,17935.28170701329
-95.41954195419542,17925.370115393045
-95.3995399539954,17915.838439305146
-95.37953795379538,17904.303093047045
-95.35953595359535,17903.626124969247
-95.33953395339535,17891.283498550896
-95.31953195319532,17875.817701981516
-95.2995299529953,17881.1319453614
-95.27952795279528,17868.232449284296
-95.25952595259525,17864.674982083237
-95.23952395239525,17863.30450690617
-95.21952195219522,17851.00715643158
-95.1995199519952,17844.19209771864
-95.17951795179518,17831.042353944118
-95.15951595159515,17823.667376744925
-95.13951395139514,17821.141052072624
-95.11951195119512,17818.74268555328
-95.0995099509951,17795.054512260664
-95.07950795079508,17798.64569516736
-95.05950595059505,17796.072649190923
-95.03950395039504,17778.734782711883
-95.01950195019502,17767.74764977126
-94.999499949995,17767.721502498687
-94.97949794979498,17751.92762192864
-94.95949594959495,17751.638900261856
-94.93949394939494,17741.950042642613
-94.91949194919492,17744.01980355037
-94.8994899489949,17730.282254623275
-94.87948794879487,17722.354187406087
-94.85948594859485,17713.180694159724
-94.83948394839484,17704.50685571575
-94.81948194819482,17707.22078342247
-94.7994799479948,17693.507552258132
-94.77947794779477,17684.051272189496
-94.75947594759477,17676.443571703854
-94.73947394739474,17673.032290750456
-94.71947194719472,17666.309143300972
-94.6994699469947,17657.37722487576
-94.67946794679467,17643.58252155088
-94.65946594659466,17631.43752392909
-94.63946394639464,17627.18740422152
-94.61946194619462,17625.472304015395
-94.5994599459946,17611.896441649384
-94.57945794579457,17621.082672170036
-94.55945594559456,17605.024617939907
-94.53945394539454,17589.633899556648
-94.51945194519452,17586.258741143636
-94.4994499449945,17576.96899698031
-94.47944794479449,17574.598466552965
-94.45944594459446,17568.035794862502
-94.43944394439444,17558.8319941166
-94.41944194419442,17538.982696221618
-94.3994399439944,17538.174717522015
-94.37943794379439,17533.36011481984
-94.35943594359436,17530.070531099373
-94.33943394339434,17515.264455980236
-94.31943194319432,17502.57397743312
-94.2994299429943,17506.16423020728
-94.27942794279429,17498.263360822493
-94.25942594259426,17485.73615017456
-94.23942394239424,17485.955880314435
-94.21942194219422,17472.348424522526
-94.1994199419942,17459.816800087458
-94.17941794179418,17464.977708895723
-94.15941594159416,17451.101930810953
-94.13941394139414,17441.26499269464
-94.11941194119412,17433.252600439824
-94.0994099409941,17426.542626712897
-94.07940794079408,17420.72274702986
-94.05940594059406,17413.7686855181
-94.03940394039404,17403.6924972027
-94.01940194019402,17399.560934767927
-93.99939993999399,17384.905820139717
-93.97939793979398,17391.154515743507
-93.95939593959396,17379.418596699306
-93.93939393939394,17371.643006859522
-93.91939193919391,17370.465446688646
-93.89938993899389,17353.93480059516
-93.87938793879388,17344.17153537805
-93.85938593859386,17337.000819622466
-93.83938393839384,17334.18257028628
-93.81938193819381,17321.34437702737
-93.7993799379938,17314.15885168915
-93.77937793779378,17311.854776073462
-93.75937593759376,17304.077983078052
-93.73937393739374,17301.428670270656
-93.71937193719371,17280.7923048112
-93.6993699369937,17287.721493612447
-93.67936793679368,17268.754495243193
-93.65936593659366,17270.530178038814
-93.63936393639364,17259.365157554752
-93.61936193619361,17239.45570369259
-93.5993599359936,17238.619725116885
-93.57935793579358,17245.228276620484
-93.55935593559356,17228.914188297134
-93.53935393539354,17217.07273432195
-93.51935193519353,17223.71683204119
-93.4993499349935,17210.231959706154
-93.47934793479348,17207.01276036264
-93.45934593459346,17188.75611891677
-93.43934393439343,17183.997360335186
-93.41934193419343,17174.14265337209
-93.3993399339934,17173.92589880219
-93.37933793379338,17162.671767248165
-93.35933593359336,17162.307067128928
-93.33933393339333,17146.389258689633
-93.31933193319333,17141.715829682096
-93.2993299329933,17138.124326302554
-93.27932793279328,17126.56071511228
-93.25932593259326,17116.772930652416
-93.23932393239323,17108.05080052551
-93.21932193219322,17098.545344976894
-93.1993199319932,17099.508896100135
-93.17931793179318,17084.739789131272
-93.15931593159316,17080.133834319367
-93.13931393139313,17069.72658404034
-93.11931193119312,17063.957171766073
-93.0993099309931,17056.733914812226
-93.07930793079308,17044.829778140327
-93.05930593059306,17043.570831214416
-93.03930393039303,17037.682129046378
-93.01930193019302,17022.697443605954
-92.999299929993,17027.785599062154
-92.97929792979298,17020.033093756545
-92.95929592959295,17012.279673957066
-92.93929392939293,16991.512986024096
-92.91929192919292,16987.570949936147
-92.8992899289929,16992.01146654534
-92.87928792879288,16972.368564534598
-92.85928592859285,16974.245125106776
-92.83928392839285,16960.472832980762
-92.81928192819282,16954.261483141443
-92.7992799279928,16939.698685885185
-92.77927792779278,16941.053889738734
-92.75927592759275,16933.73875274891
-92.73927392739274,16916.91462407207
-92.71927192719272,16915.43014055806
-92.6992699269927,16916.617189817604
-92.67926792679268,16901.324599490694
-92.65926592659265,16896.239036846833
-92.63926392639264,16888.21549257218
-92.61926192619262,16891.259466837364
-92.5992599259926,16871.567918055942
-92.57925792579258,16863.848827432023
-92.55925592559257,16865.534401850506
-92.53925392539254,16856.599191660378
-92.51925192519252,16853.116068027965
-92.4992499249925,16848.75618784806
-92.47924792479247,16832.449198111342
-92.45924592459247,16830.140223179194
-92.43924392439244,16817.598374678513
-92.41924192419242,16815.43055022634
-92.3992399239924,16794.279571048806
-92.37923792379237,16794.379488902818
-92.35923592359237,16780.666003371447
-92.33923392339234,16784.180609815798
-92.31923192319232,16776.372962505877
-92.2992299229923,16760.822788747337
-92.27922792279227,16752.084986613772
-92.25922592259226,16749.770488211463
-92.23922392239224,16747.713722829412
-92.21922192219222,16740.81242400976
-92.1992199219922,16723.5329456265
-92.17921792179217,16717.829211655906
-92.15921592159216,16713.951877656553
-92.13921392139214,16709.84260994436
-92.11921192119212,16701.880673792184
-92.0992099209921,16693.772226781435
-92.07920792079207,16677.154480976802
-92.05920592059206,16681.60771406306
-92.03920392039204,16659.51812587934
-92.01920192019202,16658.11258417502
-91.999199919992,16653.675022300056
-91.97919791979197,16658.156033276762
-91.95919591959196,16638.793318318258
-91.93919391939194,16637.950145781877
-91.91919191919192,16625.863465567014
-91.8991899189919,16616.624856600156
-91.87918791879187,16619.88021026118
-91.85918591859186,16609.129160921468
-91.83918391839184,16589.488822733078
-91.81918191819182,16581.87599375589
-91.7991799179918,16587.681928440703
-91.77917791779178,16575.35600896506
-91.75917591759176,16560.06826081248
-91.73917391739174,16564.207893520397
-91.71917191719172,16546.515277540373
-91.69916991699169,16540.85085115982
-91.67916791679168,16530.455284114287
-91.65916591659166,16533.31570649254
-91.63916391639164,16526.168366351292
-91.61916191619162,16523.849232512737
-91.5991599159916,16510.13546274004
-91.57915791579158,16502.315315925774
-91.55915591559156,16488.255241721286
-91.53915391539154,16480.34931783248
-91.51915191519151,16483.87356407477
-91.4991499149915,16472.08282309933
-91.47914791479148,16464.345213807537
-91.45914591459146,16454.7908319066
-91.43914391439144,16448.561638797524
-91.41914191419141,16441.462324942913
-91.3991399139914,16449.059533585074
-91.37913791379138,16425.305159877935
-91.35913591359136,16430.947370768696
-91.33913391339134,16412.331209149874
-91.31913191319131,16410.177696050654
-91.2991299129913,16404.789211711053
-91.27912791279128,16387.101473651706
-91.25912591259126,16388.675917180557
-91.23912391239124,16389.36690492124
-91.21912191219121,16380.887747591314
-91.1991199119912,16361.812958437258
-91.17911791179118,16356.77142625716
-91.15911591159116,16342.377091906419
-91.13911391139114,16341.412701705389
-91.11911191119111,16334.40363493837
-91.0991099109911,16328.188245464118
-91.07910791079108,16326.304650958653
-91.05910591059106,16311.225386176966
-91.03910391039103,16312.616016536353
-91.01910191019101,16304.37994804286
-90.999099909991,16288.777857569137
-90.97909790979098,16280.394142714717
-90.95909590959096,16270.578442865244
-90.93909390939093,16264.526066044209
-90.91909190919091,16261.39076808613
-90.8990899089909,16253.429576186567
-90.87908790879088,16242.249812957707
-90.85908590859086,16241.405090933778
-90.83908390839083,16237.203277422668
-90.81908190819082,16219.806851773263
-90.7990799079908,16232.319017647991
-90.77907790779078,16212.370347736298
-90.75907590759076,16211.470446245015
-90.73907390739073,16197.182328018593
-90.71907190719072,16196.212685766297
-90.6990699069907,16189.27391793656
-90.67906790679068,16170.96744155854
-90.65906590659066,16170.705223523646
-90.63906390639065,16160.961850244608
-90.61906190619062,16153.495412803723
-90.5990599059906,16154.457168392348
-90.57905790579058,16148.913416834512
-90.55905590559055,16125.75318406024
-90.53905390539055,16122.098209092812
-90.51905190519052,16123.796434835185
-90.4990499049905,16114.745939984894
-90.47904790479048,16103.197322272363
-90.45904590459045,16090.332452372884
-90.43904390439045,16088.219790266096
-90.41904190419042,16072.376885132966
-90.3990399039904,16074.156083790862
-90.37903790379038,16076.162001550118
-90.35903590359035,16057.62972754275
-90.33903390339034,16061.078234826877
-90.31903190319032,16038.425212161723
-90.2990299029903,16046.60915364158
-90.27902790279028,16035.374281900897
-90.25902590259025,16031.001341580224
-90.23902390239024,16021.834144088534
-90.21902190219022,16000.884876434826
-90.1990199019902,16010.839114549557
-90.17901790179017,16003.140915470507
-90.15901590159015,15994.201150547764
-90.13901390139014,15984.79114115075
-90.11901190119012,15978.506148472397
-90.0990099009901,15966.749645257742
-90.07900790079007,15963.427706219069
-90.05900590059005,15947.404475398736
-90.03900390039004,15956.293117838193
-90.01900190019002,15944.903800012731
-89.99899989999,15930.801751766005
-89.97899789978997,15927.088553615495
-89.95899589958995,15918.622472748157
-89.93899389938994,15909.000736532975
-89.91899189918992,15903.780747205583
-89.8989898989899,15893.783403848482
-89.87898789878987,15881.543014674065
-89.85898589858986,15874.845863808016
-89.83898389838984,15878.93407637698
-89.81898189818982,15869.472772828742
-89.7989798979898,15863.357394920275
-89.77897789778977,15856.083686677419
-89.75897589758976,15844.220999125719
-89.73897389738974,15841.427448303575
-89.71897189718972,15837.50565492409
-89.6989698969897,15829.54721133156
-89.67896789678969,15822.530204840963
-89.65896589658966,15813.064103363016
-89.63896389638964,15804.132258185527
-89.61896189618962,15798.579833586196
-89.5989598959896,15792.122354698717
-89.57895789578959,15782.055429813949
-89.55895589558956,15772.523383749807
-89.53895389538954,15767.332502509262
-89.51895189518952,15759.914853450384
-89.4989498949895,15750.177059922195
-89.47894789478948,15748.353205226958
-89.45894589458946,15745.043616742318
-89.43894389438944,15726.19313310516
-89.41894189418942,15728.619325372742
-89.3989398939894,15714.022025429671
-89.37893789378938,15717.76303869899
-89.35893589358936,15705.364333778076
-89.33893389338934,15696.978074660576
-89.31893189318932,15687.143351889246
-89.29892989298929,15677.199263957977
-89.27892789278928,15675.903593541077
-89.25892589258926,15667.122239825194
-89.23892389238924,15659.833422835289
-89.21892189218921,15648.823440778082
-89.19891989198919,15648.402062966583
-89.17891789178918,15647.420327446589
-89.15891589158916,15639.779966108157
-89.13891389138914,15636.949440020977
-89.11891189118911,15625.326775174262
-89.09890989098909,15617.76582215975
-89.07890789078908,15616.0105042714
-89.05890589058906,15595.814647025043
-89.03890389038904,15592.301262235458
-89.01890189018901,15579.389612719924
-88.99889988998899,15575.003938108937
-88.97889788978898,15575.569416824714
-88.95889588958896,15573.588130502802
-88.93889388938894,15557.038984737625
-88.91889188918891,15551.829394007247
-88.8988898889889,15539.885375955539
-88.87888788878888,15527.215808681893
-88.85888588858886,15526.746387227975
-88.83888388838884,15519.23118127728
-88.81888188818881,15512.006386213958
-88.7988798879888,15509.739580918773
-88.77887788778878,15500.64661392241
-88.75887588758876,15499.43619527745
-88.73887388738873,15484.782195084801
-88.71887188718873,15474.934853101873
-88.6988698869887,15476.657481086066
-88.67886788678868,15468.518875220647
-88.65886588658866,15461.954958797736
-88.63886388638863,15443.435358089862
-88.61886188618863,15433.338978494812
-88.5988598859886,15436.957788930074
-88.57885788578858,15440.658276576585
-88.55885588558856,15417.852346463444
-88.53885388538853,15410.999300082876
-88.51885188518852,15402.957055748455
-88.4988498849885,15402.656745704882
-88.47884788478848,15390.0602665094
-88.45884588458846,15382.9343216063
-88.43884388438843,15372.55299657862
-88.41884188418842,15378.40691222454
-88.3988398839884,15369.300512284733
-88.37883788378838,15356.268599418381
-88.35883588358836,15357.862548471123
-88.33883388338833,15341.171742706178
-88.31883188318832,15336.787599119192
-88.2988298829883,15335.004341356023
-88.27882788278828,15317.69461385163
-88.25882588258825,15315.9983968798
-88.23882388238823,15303.811510075284
-88.21882188218822,15304.963749769237
-88.1988198819882,15299.893795614653
-88.17881788178818,15297.934967986504
-88.15881588158815,15283.557793750475
-88.13881388138813,15275.525834387132
-88.11881188118812,15277.272056204843
-88.0988098809881,15253.976518583471
-88.07880788078808,15263.51705613073
-88.05880588058805,15243.156881148125
-88.03880388038803,15228.701494040357
-88.01880188018802,15237.449297155783
-87.998799879988,15227.3612706431
-87.97879787978798,15223.490341782466
-87.95879587958795,15215.481257041707
-87.93879387938794,15205.631861466005
-87.91879187918792,15201.520604480218
-87.8987898789879,15199.829907997178
-87.87878787878788,15179.995962355159
-87.85878587858785,15170.624151017526
-87.83878387838784,15173.46180155229
-87.81878187818782,15164.3111509525
-87.7987798779878,15153.218300889559
-87.77877787778777,15143.768343051197
-87.75877587758777,15141.980970458753
-87.73877387738774,15138.06192624627
-87.71877187718772,15126.359507627396
-87.6987698769877,15133.821524255893
-87.67876787678767,15115.093370462046
-87.65876587658767,15103.759355688724
-87.63876387638764,15099.338674956733
-87.61876187618762,15100.801668117914
-87.5987598759876,15092.199110256879
-87.57875787578757,15077.640170562861
-87.55875587558756,15081.470931820426
-87.53875387538754,15063.33339802124
-87.51875187518752,15051.080987374215
-87.4987498749875,15050.71663517314
-87.47874787478747,15050.923478631585
-87.45874587458746,15042.773309910272
-87.43874387438744,15033.385995244384
-87.41874187418742,15019.006559698119
-87.3987398739874,15026.824298436853
-87.37873787378737,15017.766564722999
-87.35873587358736,14996.213204230246
-87.33873387338734,14997.753774909272
-87.31873187318732,14994.411628522974
-87.2987298729873,14982.46329753156
-87.27872787278727,14973.181425190625
-87.25872587258726,14969.221205011025
-87.23872387238724,14960.43473883411
-87.21872187218722,14958.980942604472
-87.1987198719872,14954.477607431065
-87.17871787178717,14939.965729334162
-87.15871587158716,14934.857784346917
-87.13871387138714,14931.68031224396
-87.11871187118712,14919.183961682023
-87.0987098709871,14921.984970032236
-87.07870787078707,14903.646554759078
-87.05870587058706,14894.17397734793
-87.03870387038704,14885.169564428465
-87.01870187018702,14889.647349620378
-86.99869986998699,14879.50953648255
-86.97869786978698,14870.130775710993
-86.95869586958696,14868.007090972917
-86.93869386938694,14860.78618998714
-86.91869186918692,14853.5983565832
-86.89868986898689,14840.397968552274
-86.87868786878688,14835.81916646616
-86.85868586858686,14832.945662696875
-86.83868386838684,14822.63873530184
-86.81868186818681,14814.089799484882
-86.7986798679868,14809.539969926154
-86.77867786778678,14802.1062888303
-86.75867586758676,14796.874696387444
-86.73867386738674,14789.523802400765
-86.71867186718671,14779.383665049849
-86.6986698669867,14776.036709293541
-86.67866786678668,14773.98095891868
-86.65866586658666,14761.857517012662
-86.63866386638664,14757.083118310306
-86.61866186618661,14755.129242552202
-86.5986598659866,14737.807588837512
-86.57865786578658,14738.724873634412
-86.55865586558656,14729.486944369899
-86.53865386538654,14717.103942444388
-86.51865186518651,14709.497181156343
-86.4986498649865,14712.429814448373
-86.47864786478648,14704.144198006376
-86.45864586458646,14683.019969468358
-86.43864386438644,14684.188315347752
-86.41864186418641,14686.68556652704
-86.3986398639864,14678.803156483162
-86.37863786378638,14669.407994981588
-86.35863586358636,14661.889328121579
-86.33863386338633,14657.81435393129
-86.31863186318631,14653.436112893714
-86.2986298629863,14638.871067703345
-86.27862786278628,14641.547736835288
-86.25862586258626,14622.933444325612
-86.23862386238623,14623.045552118607
-86.21862186218621,14613.271837449027
-86.1986198619862,14605.569688771284
-86.17861786178618,14595.405574719754
-86.15861586158616,14595.600161945556
-86.13861386138613,14583.308803964283
-86.11861186118611,14574.731409511347
-86.0986098609861,14568.90410759167
-86.07860786078608,14560.188287316329
-86.05860586058606,14551.432919764156
-86.03860386038603,14558.545814550964
-86.01860186018602,14539.710193546485
-85.998599859986,14538.405331072332
-85.97859785978598,14528.025589256786
-85.95859585958596,14526.655383404697
-85.93859385938593,14512.153504357233
-85.91859185918592,14498.346627863528
-85.8985898589859,14513.256286131911
-85.87858785878588,14491.466593407002
-85.85858585858585,14490.280533866104
-85.83858385838585,14483.407887792055
-85.81858185818582,14478.86753622978
-85.7985798579858,14471.801703785919
-85.77857785778578,14464.789673643307
-85.75857585758575,14457.641167674952
-85.73857385738575,14447.740449904844
-85.71857185718572,14430.76244695982
-85.6985698569857,14426.88369005929
-85.67856785678568,14429.71022646575
-85.65856585658565,14417.89690043148
-85.63856385638564,14424.566171599692
-85.61856185618562,14414.301501658192
-85.5985598559856,14397.5174620587
-85.57855785578558,14391.57942582634
-85.55855585558555,14393.658324603679
-85.53855385538554,14373.88934023505
-85.51855185518552,14371.257496052196
-85.4985498549855,14369.608236254484
-85.47854785478548,14363.018231575194
-85.45854585458545,14360.949753455532
-85.43854385438544,14345.044810286965
-85.41854185418542,14331.405941667212
-85.3985398539854,14326.005925852643
-85.37853785378537,14332.211344181012
-85.35853585358535,14321.348506307393
-85.33853385338534,14316.402162519704
-85.31853185318532,14302.662549338489
-85.2985298529853,14299.16003442559
-85.27852785278527,14297.155624941055
-85.25852585258525,14287.604432962991
-85.23852385238524,14271.555967672935
-85.21852185218522,14275.22808007743
-85.1985198519852,14268.034264071235
-85.17851785178517,14254.351062624251
-85.15851585158515,14254.696498073863
-85.13851385138514,14249.397758157316
-85.11851185118512,14235.565823333998
-85.0985098509851,14231.236961600373
-85.07850785078507,14228.30546990251
-85.05850585058506,14209.32314982906
-85.03850385038504,14204.134675354819
-85.01850185018502,14208.99574885001
-84.998499849985,14194.308767845392
-84.97849784978497,14193.200881919622
-84.95849584958496,14178.909919066662
-84.93849384938494,14170.51608952765
-84.91849184918492,14166.276364874024
-84.8984898489849,14169.935455308108
-84.87848784878489,14163.38432107574
-84.85848584858486,14148.811040268758
-84.83848384838484,14147.941722397918
-84.81848184818482,14137.758370009682
-84.7984798479848,14129.190252678281
-84.77847784778479,14123.300292778169
-84.75847584758476,14123.16651488476
-84.73847384738474,14104.876908066371
-84.71847184718472,14103.800348368439
-84.6984698469847,14093.940384281024
-84.67846784678468,14091.345590078643
-84.65846584658466,14080.975823421355
-84.63846384638464,14073.93926963466
-84.61846184618462,14065.827870721732
-84.59845984598459,14064.961650035231
-84.57845784578458,14054.321354013258
-84.55845584558456,14043.384811838772
-84.53845384538454,14044.63648658349
-84.51845184518452,14031.531356989603
-84.49844984498449,14034.277801687436
-84.47844784478448,14023.865783679952
-84.45844584458446,14021.435675406152
-84.43844384438444,14016.329960466295
-84.41844184418441,14007.819418665023
-84.39843984398439,13994.310073887847
-84.37843784378438,13987.287979823452
-84.35843584358436,13985.264155427574
-84.33843384338434,13975.5111159757
-84.31843184318431,13965.373706560982
-84.29842984298429,13959.030321022543
-84.27842784278428,13961.501289980166
-84.25842584258426,13948.212822899019
-84.23842384238424,13942.495053309742
-84.21842184218421,13933.732979399898
-84.19841984198419,13926.927318634866
-84.17841784178418,13915.3063887043
-84.15841584158416,13919.215617219637
-84.13841384138414,13910.936871227266
-84.11841184118411,13898.745812471947
-84.09840984098409,13893.694036533674
-84.07840784078408,13895.879816525341
-84.05840584058406,13896.684680376946
-84.03840384038403,13873.561787245
-84.01840184018401,13874.438026044687
-83.99839983998399,13861.657875409415
-83.97839783978398,13867.771445626815
-83.95839583958396,13846.89966110721
-83.93839383938393,13836.924822139128
-83.91839183918393,13837.66604604137
-83.8983898389839,13836.041552866742
-83.87838783878388,13827.121741409794
-83.85838583858386,13827.991430287113
-83.83838383838383,13814.884002360324
-83.81838183818383,13810.99624985512
-83.7983798379838,13794.67211636567
-83.77837783778378,13783.775838196003
-83.75837583758376,13778.09471094239
-83.73837383738373,13772.702227665957
-83.71837183718372,13770.091353013477
-83.6983698369837,13768.508889868574
-83.67836783678368,13745.694707474122
-83.65836583658366,13752.6627193046
-83.63836383638363,13741.162697595239
-83.61836183618362,13733.465820495412
-83.5983598359836,13733.811916550287
-83.57835783578358,13723.296934637438
-83.55835583558355,13715.42643674561
-83.53835383538353,13712.33180836974
